Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
Volkswagen,Golf,2016,4.0,Hybrid,Manual,123385,2,1,11432
Toyota,Corolla,2016,4.9,Diesel,Manual,118394,5,2,11432
Mercedes,GLA,2009,4.4,Hybrid,Manual,38382,3,4,11432
Ford,Focus,2019,2.0,Hybrid,Manual,68443,3,1,11431
Volkswagen,Golf,2023,1.6,Petrol,Automatic,133425,5,5,11431
Toyota,RAV4,2017,2.5,Electric,Automatic,188471,4,5,11430
Toyota,RAV4,2019,3.6,Diesel,Manual,98479,3,2,11430
Chevrolet,Equinox,2022,3.0,Hybrid,Manual,163626,5,3,11427
Kia,Sportage,2020,2.6,Diesel,Manual,63676,2,3,11426
BMW,3 Series,2018,2.6,Petrol,Manual,33654,4,3,11426
Chevrolet,Impala,2022,2.7,Petrol,Semi-Automatic,98677,4,3,11426
BMW,X5,2014,1.9,Electric,Manual,38682,3,1,11426
Volkswagen,Passat,2013,3.4,Diesel,Automatic,73688,5,3,11426
Volkswagen,Tiguan,2016,3.5,Petrol,Manual,48780,4,5,11424
Hyundai,Sonata,2015,1.6,Diesel,Automatic,13888,4,4,11422
Toyota,Camry,2018,1.3,Electric,Automatic,143904,4,2,11421
Toyota,Camry,2021,4.7,Diesel,Semi-Automatic,183992,3,4,11420
Kia,Optima,2020,1.5,Hybrid,Semi-Automatic,59033,4,4,11419
BMW,3 Series,2014,3.1,Electric,Automatic,174169,2,2,11416
Toyota,Corolla,2016,3.7,Petrol,Manual,59160,5,2,11416
Mercedes,GLA,2010,3.0,Electric,Automatic,109329,4,3,11413
Hyundai,Sonata,2021,2.6,Diesel,Automatic,154314,3,2,11413
Toyota,Corolla,2008,3.1,Hybrid,Automatic,34423,3,3,11411
Honda,CR-V,2013,2.0,Electric,Automatic,104470,5,1,11410
BMW,5 Series,2015,3.3,Electric,Manual,124543,4,2,11409
Volkswagen,Golf,2017,4.3,Petrol,Automatic,179528,2,5,11409
Volkswagen,Golf,2014,3.4,Diesel,Automatic,89526,5,3,11409
BMW,3 Series,2022,1.3,Petrol,Manual,29539,2,4,11409
Toyota,Camry,2019,2.9,Diesel,Semi-Automatic,64568,5,4,11408
BMW,3 Series,2011,3.3,Hybrid,Manual,14586,4,1,11408
BMW,5 Series,2011,3.3,Hybrid,Manual,14572,5,3,11408
Ford,Focus,2019,4.4,Hybrid,Automatic,264775,4,2,11404
Audi,A3,2019,2.6,Petrol,Semi-Automatic,49817,5,2,11403
BMW,3 Series,2015,3.7,Hybrid,Semi-Automatic,94816,5,2,11403
Kia,Optima,2012,4.7,Petrol,Automatic,124920,4,4,11401
Ford,Fiesta,2011,5.0,Petrol,Automatic,125014,4,5,11399
Hyundai,Sonata,2020,1.9,Petrol,Semi-Automatic,30074,5,2,11398
Kia,Rio,2008,1.5,Electric,Automatic,5129,5,3,11397
Honda,Accord,2015,4.6,Diesel,Semi-Automatic,90142,2,1,11397
Ford,Fiesta,2018,2.0,Petrol,Manual,5196,4,3,11396
Audi,A4,2020,3.2,Hybrid,Automatic,220296,2,5,11394
Mercedes,C-Class,2018,1.1,Hybrid,Automatic,85348,5,4,11393
Audi,A4,2005,3.3,Hybrid,Automatic,427,4,1,11391
Volkswagen,Tiguan,2020,2.6,Hybrid,Manual,115468,5,1,11390
Toyota,RAV4,2022,4.0,Hybrid,Semi-Automatic,215548,5,4,11389
Hyundai,Elantra,2013,3.0,Petrol,Automatic,55558,4,1,11388
Hyundai,Elantra,2023,1.8,Electric,Manual,170719,3,2,11385
Audi,A3,2008,3.8,Diesel,Automatic,20733,5,1,11385
Audi,A4,2006,3.1,Hybrid,Automatic,5762,5,4,11384
Chevrolet,Equinox,2015,3.8,Hybrid,Automatic,175806,5,2,11383
Hyundai,Tucson,2020,3.1,Diesel,Automatic,165835,5,5,11383
Volkswagen,Passat,2019,2.5,Electric,Manual,145875,2,3,11382
Ford,Focus,2017,3.8,Electric,Automatic,255900,5,3,11382
Honda,Accord,2010,3.4,Electric,Manual,55981,5,2,11380
Kia,Optima,2010,3.8,Petrol,Automatic,51040,5,2,11379
Honda,Accord,2023,1.2,Petrol,Semi-Automatic,41087,5,3,11378
Chevrolet,Equinox,2023,1.5,Hybrid,Semi-Automatic,106184,4,3,11376
Honda,Civic,2021,1.8,Petrol,Semi-Automatic,41296,4,3,11374
BMW,X5,2023,2.0,Hybrid,Manual,131263,4,4,11374
Mercedes,C-Class,2005,4.5,Petrol,Automatic,11293,4,3,11374
Mercedes,E-Class,2009,3.6,Electric,Manual,51350,5,1,11373
Chevrolet,Malibu,2023,4.3,Diesel,Automatic,271366,4,2,11372
Ford,Focus,2021,1.1,Petrol,Manual,6376,2,3,11372
Audi,A3,2014,3.8,Petrol,Manual,36393,5,2,11372
Volkswagen,Tiguan,2015,4.2,Petrol,Manual,71375,2,3,11372
Mercedes,C-Class,2016,1.2,Electric,Automatic,111416,3,1,11371
Kia,Optima,2023,3.2,Petrol,Semi-Automatic,141520,4,3,11369
Audi,Q5,2017,2.5,Hybrid,Automatic,141628,5,1,11367
Honda,CR-V,2012,4.1,Petrol,Semi-Automatic,21648,5,1,11367
Ford,Explorer,2015,2.4,Hybrid,Semi-Automatic,31711,3,5,11365
Kia,Rio,2005,3.5,Electric,Automatic,62128,2,4,11357
Volkswagen,Tiguan,2011,4.1,Hybrid,Manual,57334,5,3,11353
Chevrolet,Impala,2006,4.8,Hybrid,Automatic,92339,2,3,11353
Volkswagen,Passat,2017,2.4,Hybrid,Automatic,137364,5,2,11352
Chevrolet,Impala,2010,5.0,Hybrid,Automatic,162415,4,2,11351
Chevrolet,Equinox,2022,1.3,Diesel,Semi-Automatic,32421,4,1,11351
Ford,Focus,2020,2.2,Electric,Automatic,222571,4,4,11348
Chevrolet,Malibu,2019,3.9,Hybrid,Semi-Automatic,167618,2,3,11347
Chevrolet,Malibu,2010,4.8,Electric,Manual,127710,2,5,11345
Audi,Q5,2019,4.6,Electric,Semi-Automatic,252801,5,3,11343
Mercedes,E-Class,2004,3.6,Hybrid,Automatic,2810,5,3,11343
Hyundai,Sonata,2021,4.3,Hybrid,Semi-Automatic,217885,3,5,11342
Mercedes,C-Class,2014,3.7,Diesel,Semi-Automatic,32883,5,1,11342
Kia,Sportage,2020,1.2,Hybrid,Automatic,122890,5,1,11342
Chevrolet,Malibu,2018,2.8,Electric,Manual,147851,4,2,11342
Volkswagen,Tiguan,2023,1.0,Petrol,Automatic,108139,4,2,11337
BMW,5 Series,2020,2.9,Diesel,Semi-Automatic,83120,2,1,11337
Audi,A3,2013,3.7,Petrol,Manual,18182,3,3,11336
Volkswagen,Passat,2014,4.2,Hybrid,Automatic,183204,4,2,11335
Honda,Civic,2022,4.6,Electric,Manual,298286,5,3,11334
Chevrolet,Impala,2009,4.7,Electric,Automatic,183255,2,5,11334
Honda,Accord,2017,3.7,Hybrid,Semi-Automatic,128266,5,3,11334
Ford,Focus,2015,2.2,Electric,Manual,73374,2,4,11332
Ford,Explorer,2023,2.9,Diesel,Automatic,203359,2,1,11332
Volkswagen,Golf,2015,1.5,Electric,Semi-Automatic,38376,2,1,11332
Toyota,RAV4,2009,4.8,Electric,Manual,113441,4,1,11331
Ford,Fiesta,2018,1.3,Petrol,Automatic,48622,3,1,11327
BMW,X5,2006,3.7,Electric,Manual,13890,2,2,11322
Audi,Q5,2011,1.9,Electric,Automatic,73858,3,3,11322
Audi,A3,2018,3.4,Hybrid,Automatic,203904,3,1,11321
Volkswagen,Golf,2015,2.2,Diesel,Automatic,48927,5,3,11321
Kia,Optima,2006,3.4,Electric,Automatic,74188,3,1,11316
BMW,5 Series,2017,3.4,Electric,Semi-Automatic,164190,2,2,11316
Ford,Focus,2020,1.5,Diesel,Manual,14258,4,3,11314
Mercedes,C-Class,2013,3.9,Petrol,Manual,29334,3,3,11313
Audi,A4,2023,4.0,Diesel,Automatic,259337,5,3,11313
Hyundai,Tucson,2005,2.5,Electric,Automatic,14321,4,5,11313
Toyota,Camry,2015,1.4,Petrol,Automatic,9400,3,5,11312
Kia,Optima,2016,2.5,Electric,Semi-Automatic,104371,5,5,11312
Chevrolet,Equinox,2008,1.7,Electric,Automatic,19407,3,2,11311
Ford,Explorer,2022,2.2,Petrol,Manual,79502,4,3,11309
Volkswagen,Passat,2019,2.8,Diesel,Semi-Automatic,64595,4,5,11308
Kia,Optima,2007,4.0,Diesel,Automatic,19581,5,4,11308
Toyota,RAV4,2013,3.8,Hybrid,Automatic,149662,2,1,11306
Kia,Rio,2006,4.8,Hybrid,Automatic,94656,2,4,11306
Ford,Focus,2016,4.1,Petrol,Automatic,159652,5,3,11306
Toyota,Corolla,2023,1.6,Hybrid,Automatic,189772,2,1,11304
Kia,Optima,2013,4.0,Diesel,Manual,34829,3,5,11303
Volkswagen,Tiguan,2016,3.9,Electric,Automatic,249972,3,1,11300
Audi,A3,2019,3.1,Diesel,Automatic,155039,5,1,11299
Honda,CR-V,2011,4.8,Petrol,Automatic,120113,3,3,11297
Chevrolet,Equinox,2003,4.7,Electric,Manual,20152,2,1,11296
Toyota,Camry,2012,2.7,Hybrid,Semi-Automatic,5159,4,1,11296
Volkswagen,Golf,2022,1.1,Diesel,Automatic,100212,2,5,11295
Kia,Rio,2012,2.7,Hybrid,Automatic,80248,5,4,11295
Chevrolet,Equinox,2017,4.9,Electric,Semi-Automatic,240222,4,1,11295
Chevrolet,Malibu,2018,1.7,Petrol,Automatic,70260,5,4,11294
BMW,X5,2023,1.6,Electric,Automatic,240278,3,5,11294
Chevrolet,Equinox,2004,4.3,Electric,Semi-Automatic,15324,3,3,11293
BMW,3 Series,2007,4.9,Hybrid,Manual,40316,2,5,11293
Ford,Explorer,2012,2.2,Electric,Manual,30438,2,4,11291
Audi,A3,2020,4.5,Diesel,Semi-Automatic,165484,2,5,11290
Kia,Optima,2013,4.9,Petrol,Automatic,155541,2,1,11289
Volkswagen,Passat,2009,3.6,Hybrid,Semi-Automatic,5542,3,3,11289
Ford,Fiesta,2022,1.7,Diesel,Automatic,130630,5,4,11287
Hyundai,Elantra,2017,2.4,Hybrid,Automatic,140689,4,5,11286
Ford,Focus,2014,3.2,Hybrid,Semi-Automatic,60721,5,1,11285
Toyota,Camry,2014,4.6,Diesel,Manual,80761,5,1,11284
Hyundai,Elantra,2014,3.2,Electric,Semi-Automatic,110800,3,5,11284
Ford,Fiesta,2014,4.7,Petrol,Semi-Automatic,85892,5,2,11282
Volkswagen,Passat,2004,5.0,Hybrid,Automatic,75883,4,2,11282
Kia,Rio,2023,2.4,Diesel,Automatic,180980,5,2,11280
Toyota,Corolla,2018,1.9,Diesel,Manual,6014,3,1,11279
Kia,Optima,2014,3.2,Hybrid,Semi-Automatic,61057,4,5,11278
Chevrolet,Impala,2015,1.1,Hybrid,Automatic,46064,5,4,11278
BMW,3 Series,2013,3.2,Hybrid,Automatic,121063,2,5,11278
Mercedes,E-Class,2012,4.9,Diesel,Semi-Automatic,66286,3,5,11274
BMW,X5,2021,1.8,Electric,Automatic,221393,3,1,11272
Ford,Focus,2006,4.4,Hybrid,Automatic,76550,5,1,11269
Honda,CR-V,2023,3.0,Diesel,Manual,136599,5,5,11268
Volkswagen,Tiguan,2014,4.5,Electric,Manual,176610,5,5,11267
Toyota,Camry,2011,3.1,Hybrid,Automatic,86624,5,5,11267
Toyota,RAV4,2017,2.8,Electric,Manual,136677,3,3,11266
Kia,Sportage,2007,3.1,Electric,Semi-Automatic,1798,2,2,11264
Chevrolet,Equinox,2010,2.5,Electric,Automatic,91837,3,4,11263
Mercedes,E-Class,2001,4.4,Hybrid,Automatic,1937,4,4,11261
Hyundai,Sonata,2006,4.9,Electric,Semi-Automatic,76978,4,3,11260
Hyundai,Sonata,2020,3.6,Electric,Semi-Automatic,221974,2,4,11260
Ford,Explorer,2017,3.1,Diesel,Manual,52062,2,4,11258
Volkswagen,Passat,2017,4.8,Hybrid,Semi-Automatic,187136,5,5,11257
Chevrolet,Equinox,2011,3.8,Hybrid,Automatic,122142,5,2,11257
Mercedes,GLA,2022,2.9,Electric,Manual,217102,4,2,11257
Chevrolet,Equinox,2014,1.6,Petrol,Automatic,7149,2,5,11257
Ford,Fiesta,2014,4.7,Electric,Automatic,262198,4,2,11256
Hyundai,Sonata,2008,4.0,Electric,Automatic,137339,4,3,11253
Honda,Accord,2014,2.7,Electric,Manual,87328,5,1,11253
Kia,Optima,2018,1.9,Electric,Manual,107386,5,4,11252
Kia,Rio,2021,2.5,Hybrid,Semi-Automatic,132442,5,5,11251
Toyota,RAV4,2017,1.9,Hybrid,Automatic,117468,5,3,11250
Honda,Civic,2018,2.0,Diesel,Semi-Automatic,12518,4,5,11249
BMW,5 Series,2018,1.6,Hybrid,Automatic,117550,2,2,11249
Mercedes,E-Class,2020,4.8,Hybrid,Manual,232526,5,1,11249
Kia,Optima,2015,4.9,Hybrid,Semi-Automatic,162553,2,3,11248
Toyota,Corolla,2020,3.3,Diesel,Semi-Automatic,107566,3,5,11248
Toyota,Camry,2021,4.3,Petrol,Manual,172622,2,5,11247
Ford,Fiesta,2009,4.8,Diesel,Semi-Automatic,17704,4,1,11245
Chevrolet,Impala,2010,3.2,Petrol,Automatic,27779,5,5,11244
Ford,Fiesta,2017,3.4,Hybrid,Semi-Automatic,117752,5,1,11244
Toyota,Camry,2017,3.7,Electric,Manual,182841,5,5,11243
Kia,Rio,2010,4.2,Electric,Automatic,177834,2,1,11243
Hyundai,Sonata,2007,3.6,Electric,Automatic,102907,3,3,11241
Hyundai,Elantra,2015,4.6,Diesel,Automatic,172957,2,5,11240
Ford,Focus,2008,4.2,Hybrid,Manual,22996,3,3,11240
Ford,Explorer,2019,2.7,Hybrid,Semi-Automatic,113132,2,4,11237
Toyota,Corolla,2017,3.8,Hybrid,Automatic,213119,4,3,11237
Kia,Rio,2016,4.6,Diesel,Semi-Automatic,113169,3,4,11236
Honda,Accord,2023,5.0,Petrol,Manual,238324,5,2,11233
Mercedes,GLA,2008,4.0,Hybrid,Semi-Automatic,13396,3,5,11232
Honda,CR-V,2005,4.4,Electric,Manual,38437,4,3,11231
Mercedes,GLA,2014,3.5,Diesel,Manual,28412,2,1,11231
Audi,A3,2013,3.4,Petrol,Automatic,83637,4,5,11227
BMW,5 Series,2020,4.4,Diesel,Automatic,238626,3,3,11227
Volkswagen,Tiguan,2002,4.9,Electric,Manual,18683,3,2,11226
Toyota,RAV4,2020,2.6,Petrol,Automatic,148675,2,2,11226
Hyundai,Elantra,2008,4.0,Electric,Manual,63717,2,2,11225
Toyota,Corolla,2010,3.2,Hybrid,Semi-Automatic,3706,4,2,11225
Honda,CR-V,2019,1.9,Hybrid,Manual,73734,4,4,11225
Toyota,Corolla,2011,4.6,Diesel,Semi-Automatic,38767,3,5,11224
Honda,Accord,2010,3.7,Hybrid,Automatic,103833,2,2,11223
Kia,Optima,2019,2.6,Electric,Automatic,233807,2,3,11223
Mercedes,GLA,2009,4.3,Diesel,Automatic,68858,3,1,11222
Volkswagen,Golf,2023,4.0,Hybrid,Semi-Automatic,239018,5,2,11219
Volkswagen,Tiguan,2021,1.7,Diesel,Automatic,119053,5,5,11218
Audi,A3,2021,3.5,Hybrid,Automatic,259125,2,3,11217
Volkswagen,Passat,2014,3.5,Petrol,Automatic,104158,2,1,11216
Ford,Fiesta,2021,2.5,Electric,Semi-Automatic,184243,2,4,11215
Kia,Sportage,2007,4.9,Hybrid,Manual,44279,4,3,11214
Mercedes,GLA,2012,4.1,Hybrid,Automatic,154322,2,5,11213
Kia,Rio,2020,3.0,Diesel,Semi-Automatic,94308,2,5,11213
BMW,5 Series,2017,4.4,Electric,Automatic,294306,4,5,11213
Volkswagen,Golf,2015,2.4,Electric,Manual,89366,2,2,11212
Toyota,Corolla,2010,3.8,Electric,Semi-Automatic,84379,4,4,11212
BMW,X5,2016,2.2,Diesel,Automatic,69374,4,1,11212
Hyundai,Elantra,2021,1.8,Diesel,Automatic,124497,4,2,11210
Mercedes,C-Class,2015,4.4,Hybrid,Semi-Automatic,139468,5,4,11210
Honda,Civic,2010,3.4,Electric,Automatic,139584,3,1,11208
Volkswagen,Tiguan,2020,2.3,Petrol,Automatic,134572,4,1,11208
Mercedes,GLA,2021,1.5,Petrol,Manual,34640,2,1,11207
Audi,A4,2022,1.4,Hybrid,Manual,94696,2,5,11206
Toyota,Corolla,2020,4.3,Electric,Semi-Automatic,259708,3,4,11205
BMW,5 Series,2020,1.4,Petrol,Manual,14981,3,5,11200
Chevrolet,Malibu,2012,3.6,Hybrid,Automatic,130041,5,4,11199
Audi,Q5,2013,3.6,Electric,Automatic,195050,5,5,11199
BMW,3 Series,2023,3.9,Petrol,Manual,185188,3,2,11196
Chevrolet,Malibu,2009,4.6,Diesel,Automatic,85164,5,5,11196
BMW,5 Series,2022,2.0,Hybrid,Automatic,200256,5,4,11194
BMW,5 Series,2011,4.2,Diesel,Manual,20334,2,1,11193
Audi,Q5,2017,3.2,Petrol,Semi-Automatic,60338,2,3,11193
BMW,3 Series,2023,1.7,Diesel,Manual,75400,5,4,11192
Kia,Rio,2011,3.6,Hybrid,Automatic,115465,3,4,11190
BMW,3 Series,2012,1.4,Electric,Automatic,70485,4,2,11190
Toyota,Camry,2018,2.1,Hybrid,Automatic,145579,3,2,11188
Mercedes,GLA,2008,3.2,Electric,Manual,25557,5,4,11188
Hyundai,Elantra,2014,4.9,Diesel,Automatic,175562,5,5,11188
Toyota,Corolla,2016,3.1,Electric,Semi-Automatic,140620,5,4,11187
Chevrolet,Impala,2014,3.1,Diesel,Semi-Automatic,10672,3,1,11186
Toyota,Corolla,2019,2.5,Hybrid,Semi-Automatic,105687,3,1,11186
Mercedes,E-Class,2010,2.5,Electric,Automatic,95716,2,5,11185
BMW,3 Series,2020,2.1,Petrol,Manual,50793,3,3,11184
Mercedes,E-Class,2009,4.0,Petrol,Automatic,55776,4,4,11184
Kia,Rio,2016,4.1,Petrol,Semi-Automatic,90811,3,4,11183
Volkswagen,Golf,2023,3.7,Diesel,Manual,175895,2,2,11182
Mercedes,E-Class,2008,2.7,Electric,Automatic,75955,3,1,11180
Hyundai,Elantra,2015,1.8,Diesel,Automatic,36064,4,3,11178
Audi,Q5,2021,4.9,Diesel,Automatic,281135,3,3,11177
Chevrolet,Malibu,2019,4.2,Diesel,Automatic,216108,4,2,11177
Mercedes,GLA,2012,2.6,Diesel,Automatic,31130,4,5,11177
Honda,Civic,2021,2.9,Diesel,Semi-Automatic,106349,2,2,11173
Hyundai,Sonata,2022,3.2,Hybrid,Automatic,261305,4,2,11173
Mercedes,GLA,2020,4.2,Diesel,Automatic,231440,4,2,11171
Hyundai,Tucson,2004,4.9,Hybrid,Automatic,76461,4,2,11170
Ford,Fiesta,2020,3.3,Hybrid,Automatic,236487,5,5,11170
Mercedes,E-Class,2022,2.7,Diesel,Semi-Automatic,111485,5,1,11170
Toyota,Corolla,2012,2.8,Electric,Automatic,141669,4,2,11166
Mercedes,E-Class,2021,4.4,Hybrid,Manual,231708,4,2,11165
Volkswagen,Golf,2013,2.9,Hybrid,Automatic,111790,5,3,11164
Volkswagen,Tiguan,2014,3.2,Electric,Automatic,191817,2,4,11163
Honda,Civic,2011,4.0,Hybrid,Automatic,136864,3,1,11162
Chevrolet,Impala,2002,4.7,Hybrid,Automatic,36862,4,4,11162
Mercedes,C-Class,2011,2.5,Electric,Semi-Automatic,36869,3,4,11162
Volkswagen,Tiguan,2023,1.5,Petrol,Semi-Automatic,66909,5,3,11161
BMW,3 Series,2023,2.9,Diesel,Automatic,211902,2,4,11161
Chevrolet,Impala,2011,4.0,Hybrid,Automatic,136926,5,1,11161
Toyota,RAV4,2020,1.2,Petrol,Semi-Automatic,6927,4,2,11161
Kia,Sportage,2009,2.8,Hybrid,Automatic,47046,2,2,11159
Chevrolet,Malibu,2009,3.5,Hybrid,Automatic,82111,3,1,11157
Audi,Q5,2015,3.7,Diesel,Semi-Automatic,57196,3,1,11156
Hyundai,Sonata,2007,4.5,Electric,Semi-Automatic,77159,4,1,11156
Mercedes,C-Class,2015,1.3,Petrol,Automatic,12241,4,5,11155
Volkswagen,Passat,2011,3.2,Hybrid,Automatic,97392,4,2,11152
Volkswagen,Passat,2013,4.2,Petrol,Automatic,127524,3,5,11149
Honda,Civic,2017,1.6,Hybrid,Manual,32531,5,4,11149
Volkswagen,Tiguan,2019,4.7,Hybrid,Automatic,292565,5,5,11148
Toyota,Camry,2012,3.9,Diesel,Manual,22645,2,4,11147
BMW,X5,2023,2.0,Diesel,Automatic,167629,3,1,11147
Ford,Explorer,2015,3.5,Petrol,Automatic,122697,4,4,11146
Chevrolet,Malibu,2018,4.0,Petrol,Manual,117757,2,3,11144
Ford,Explorer,2022,4.0,Diesel,Manual,177776,3,2,11144
Volkswagen,Passat,2022,3.2,Diesel,Manual,137887,2,1,11142
Chevrolet,Impala,2016,4.5,Petrol,Semi-Automatic,112950,3,5,11141
Kia,Rio,2015,4.7,Diesel,Semi-Automatic,107916,4,2,11141
Mercedes,GLA,2017,4.2,Diesel,Semi-Automatic,112955,5,1,11140
Kia,Rio,2013,3.1,Hybrid,Manual,47968,5,2,11140
Mercedes,E-Class,2006,3.8,Electric,Semi-Automatic,28024,4,4,11139
Audi,A3,2009,1.0,Electric,Automatic,8196,4,5,11136
Mercedes,GLA,2014,2.9,Diesel,Manual,3243,2,2,11135
Ford,Explorer,2020,1.4,Diesel,Manual,18226,3,2,11135
BMW,X5,2021,1.7,Petrol,Semi-Automatic,48231,5,2,11135
Kia,Sportage,2016,2.8,Hybrid,Semi-Automatic,78428,4,5,11131
BMW,X5,2021,4.8,Petrol,Automatic,278471,3,3,11130
Chevrolet,Impala,2016,4.6,Diesel,Manual,118502,3,1,11129
Ford,Explorer,2014,4.7,Diesel,Manual,93518,3,4,11129
Audi,A4,2019,2.7,Electric,Manual,168579,2,1,11128
Hyundai,Tucson,2003,4.9,Petrol,Automatic,13622,4,4,11127
Volkswagen,Golf,2021,1.3,Electric,Automatic,203620,4,3,11127
BMW,X5,2010,2.4,Hybrid,Automatic,43610,5,5,11127
Volkswagen,Tiguan,2012,4.1,Electric,Manual,133687,5,3,11126
Ford,Fiesta,2006,4.3,Electric,Automatic,128881,3,1,11122
Mercedes,GLA,2013,3.0,Electric,Manual,93855,2,5,11122
Mercedes,C-Class,2014,4.7,Diesel,Semi-Automatic,93908,3,2,11121
Chevrolet,Equinox,2017,3.7,Electric,Manual,188995,4,3,11120
Chevrolet,Equinox,2013,3.3,Electric,Automatic,184018,4,3,11119
Honda,CR-V,2013,3.1,Electric,Automatic,174132,4,3,11117
Honda,Accord,2019,4.6,Electric,Manual,264195,5,4,11116
BMW,5 Series,2007,3.8,Electric,Semi-Automatic,44190,2,3,11116
Hyundai,Elantra,2014,4.5,Petrol,Manual,84216,3,2,11115
BMW,X5,2014,3.8,Hybrid,Automatic,174202,5,4,11115
Toyota,Camry,2019,2.3,Diesel,Manual,49227,4,2,11115
Hyundai,Tucson,2015,1.7,Petrol,Automatic,34257,4,3,11114
Mercedes,C-Class,2012,4.4,Electric,Manual,149348,4,1,11113
Toyota,Corolla,2014,3.8,Hybrid,Semi-Automatic,99337,3,4,11113
Honda,Civic,2018,3.9,Diesel,Manual,114308,2,3,11113
Kia,Rio,2008,4.3,Diesel,Automatic,59374,4,3,11112
Honda,Civic,2013,4.9,Electric,Automatic,264354,4,4,11112
BMW,5 Series,2007,4.0,Electric,Semi-Automatic,54474,2,1,11110
Audi,A4,2015,2.1,Diesel,Automatic,54522,3,5,11109
Kia,Rio,2013,3.2,Hybrid,Automatic,129599,2,4,11108
Audi,A3,2018,4.1,Hybrid,Semi-Automatic,174581,2,2,11108
Chevrolet,Equinox,2011,4.1,Diesel,Automatic,94613,5,1,11107
Honda,Civic,2015,3.7,Petrol,Manual,59678,3,2,11106
Mercedes,E-Class,2010,2.0,Electric,Automatic,74692,4,2,11106
BMW,3 Series,2017,4.6,Hybrid,Manual,184711,2,1,11105
Kia,Sportage,2016,4.2,Diesel,Manual,99794,3,5,11104
Mercedes,E-Class,2013,2.2,Electric,Manual,54896,2,4,11102
Kia,Rio,2007,4.7,Electric,Automatic,164933,3,4,11101
Honda,CR-V,2007,4.2,Hybrid,Automatic,89968,3,4,11100
Audi,Q5,2016,3.0,Petrol,Manual,40193,3,1,11096
Kia,Optima,2014,4.8,Hybrid,Semi-Automatic,150222,3,5,11095
Toyota,RAV4,2018,3.2,Electric,Manual,180401,2,5,11091
Ford,Fiesta,2021,3.5,Electric,Manual,240581,2,5,11088
Toyota,Camry,2016,2.0,Hybrid,Automatic,115571,2,3,11088
Toyota,Camry,2019,3.5,Hybrid,Manual,160589,2,5,11088
Hyundai,Elantra,2006,3.4,Hybrid,Automatic,35668,4,4,11086
Volkswagen,Golf,2014,4.3,Electric,Manual,175693,3,4,11086
Audi,A4,2015,3.7,Petrol,Automatic,135789,2,2,11084
BMW,X5,2014,3.1,Electric,Manual,115840,3,4,11083
Hyundai,Elantra,2018,3.7,Electric,Semi-Automatic,205909,3,2,11081
Honda,Accord,2016,3.2,Diesel,Manual,50916,2,3,11081
Toyota,Corolla,2008,4.3,Petrol,Automatic,60987,4,3,11080
Volkswagen,Golf,2022,2.3,Petrol,Semi-Automatic,95978,3,1,11080
Hyundai,Tucson,2016,2.4,Diesel,Automatic,86029,5,5,11079
Mercedes,E-Class,2018,2.7,Petrol,Automatic,131089,4,4,11078
Hyundai,Elantra,2012,2.6,Hybrid,Manual,11213,5,5,11075
Hyundai,Elantra,2011,3.4,Hybrid,Semi-Automatic,36322,5,1,11073
Chevrolet,Malibu,2014,2.1,Hybrid,Manual,16391,4,2,11072
BMW,3 Series,2011,4.0,Electric,Manual,116379,5,4,11072
Hyundai,Sonata,2012,1.4,Electric,Manual,1427,4,1,11071
Toyota,RAV4,2015,1.4,Hybrid,Automatic,71405,4,3,11071
Audi,A4,2016,3.1,Hybrid,Automatic,171454,3,3,11070
Hyundai,Tucson,2011,4.7,Diesel,Semi-Automatic,51514,2,2,11069
Audi,A3,2017,3.9,Hybrid,Automatic,226515,3,2,11069
BMW,3 Series,2010,1.1,Electric,Automatic,31604,2,1,11067
Audi,A4,2021,3.0,Electric,Automatic,291722,5,5,11065
Volkswagen,Golf,2018,1.5,Hybrid,Manual,46734,3,5,11065
Chevrolet,Malibu,2014,4.4,Diesel,Manual,81794,2,1,11064
Ford,Explorer,2018,4.8,Hybrid,Semi-Automatic,211809,5,1,11063
Kia,Sportage,2020,1.4,Electric,Manual,121880,2,3,11062
Chevrolet,Impala,2022,1.8,Petrol,Automatic,146938,4,5,11061
BMW,5 Series,2018,3.9,Electric,Manual,216924,5,3,11061
Hyundai,Sonata,2020,4.7,Petrol,Semi-Automatic,186954,5,2,11060
Mercedes,E-Class,2020,4.5,Petrol,Automatic,252022,4,3,11059
Hyundai,Tucson,2005,2.9,Electric,Automatic,47007,3,3,11059
Mercedes,C-Class,2020,2.3,Electric,Manual,167084,3,4,11058
Audi,Q5,2012,3.3,Hybrid,Semi-Automatic,47107,2,5,11057
Kia,Sportage,2005,3.0,Electric,Automatic,52129,4,4,11057
BMW,5 Series,2016,4.6,Diesel,Semi-Automatic,122186,3,5,11056
Hyundai,Sonata,2023,1.2,Electric,Manual,157234,2,3,11055
Audi,Q5,2007,4.3,Hybrid,Automatic,97271,2,1,11054
Audi,A4,2023,2.7,Diesel,Manual,132276,2,1,11054
Ford,Fiesta,2016,3.3,Electric,Semi-Automatic,157592,5,5,11048
Toyota,Camry,2017,2.9,Electric,Semi-Automatic,152699,4,5,11046
Kia,Rio,2018,4.0,Electric,Automatic,297664,2,3,11046
BMW,X5,2014,2.1,Electric,Automatic,142689,3,5,11046
